Fecha,Tmax,Tmin,PP
2021-05-12,19.8,5.8,0.0
2021-05-13,-999.0,-999.0,-999.0
2021-05-14,-999.0,-999.0,-999.0
2021-05-15,-999.0,-999.0,-999.0
2021-05-16,-999.0,-999.0,-999.0
2021-05-17,-999.0,-999.0,-999.0
2021-05-18,-999.0,-999.0,-999.0
2021-05-19,-999.0,-999.0,-999.0
2021-05-20,-999.0,-999.0,-999.0
2021-05-21,-999.0,-999.0,-999.0
2021-05-22,-999.0,-999.0,-999.0
2021-05-23,-999.0,-999.0,-999.0
2021-05-24,-999.0,-999.0,-999.0
2021-05-25,-999.0,-999.0,-999.0
2021-05-26,-999.0,-999.0,-999.0
2021-05-27,-999.0,-999.0,-999.0
2021-05-28,-999.0,-999.0,-999.0
2021-05-29,-999.0,-999.0,-999.0
2021-05-30,-999.0,-999.0,-999.0
2021-05-31,-999.0,-999.0,-999.0
2021-06-01,-999.0,-999.0,-999.0
2021-06-02,-999.0,-999.0,-999.0
2021-06-03,-999.0,-999.0,-999.0
2021-06-04,-999.0,-999.0,-999.0
2021-06-05,-999.0,-999.0,-999.0
2021-06-06,-999.0,-999.0,-999.0
2021-06-07,-999.0,-999.0,-999.0
2021-06-08,-999.0,-999.0,-999.0
2021-06-09,-999.0,-999.0,-999.0
2021-06-10,-999.0,-999.0,-999.0
2021-06-11,-999.0,-999.0,-999.0
2021-06-12,-999.0,-999.0,-999.0
2021-06-13,-999.0,-999.0,-999.0
2021-06-14,-999.0,-999.0,-999.0
2021-06-15,-999.0,-999.0,-999.0
2021-06-16,-999.0,-999.0,-999.0
2021-06-17,-999.0,-999.0,-999.0
2021-06-18,-999.0,-999.0,-999.0
2021-06-19,-999.0,-999.0,-999.0
2021-06-20,-999.0,-999.0,-999.0
2021-06-21,-999.0,-999.0,-999.0
2021-06-22,-999.0,-999.0,-999.0
2021-06-23,-999.0,-999.0,-999.0
2021-06-24,-999.0,-999.0,-999.0
2021-06-25,-999.0,-999.0,-999.0
2021-06-26,-999.0,-999.0,-999.0
2021-06-27,-999.0,-999.0,-999.0
2021-06-28,-999.0,-999.0,-999.0
2021-06-29,-999.0,-999.0,-999.0
2021-06-30,-999.0,-999.0,-999.0
2021-07-01,-999.0,-999.0,-999.0
2021-07-02,-999.0,-999.0,-999.0
2021-07-03,-999.0,-999.0,-999.0
2021-07-04,-999.0,-999.0,-999.0
2021-07-05,-999.0,-999.0,-999.0
2021-07-06,-999.0,-999.0,-999.0
